measurement,reason
99.47161966083733,
99.65020447734054,
100.94268081801951,
101.63463424632722,
99.05977107751046,
102.25289238667479,
100.91803880192028,
99.16367668517742,
99.13766711596246,
99.90027022465077,
99.44856562421276,
98.4880316585158,
,maintenance
100.71794851695745,
98.97041369158565,
101.55958174550028,
102.12401451584164,
99.51133679025568,
101.41826132997917,
99.42339017421988,
101.99013584671177,
100.75894213908313,
98.22475806806808,
99.40856724614642,
99.69621831950914,
100.27652130286894,
101.44652724450322,
98.06766449726486,
99.90810254262628,
102.95555845022972,
