measurement,reason
100.93990152852653,
100.16645895202252,
102.24499828381337,
101.09603941208957,
100.05691587474064,
99.16083713425674,
99.17782486579198,
100.33259899420037,
,human
100.11209641208467,
98.6895943051657,
99.13220743624228,
99.59577842573883,
101.10562998138909,
100.45651425022272,
101.73774533644414,
100.92969131119527,
99.23609745034902,
100.30306659856497,
99.2437331088164,
102.2956709740645,
99.09511437894297,
100.50629773199167,
98.9277576464311,
100.32724818704378,
101.3035697319268,
100.7918692635676,
100.88170197970517,
101.13758976190935,
99.28724446367183,
