measurement,subgroup
48.61094042345586,1
50.3477069627933,1
50.937024883070116,1
50.6527683736503,1
48.846340830505476,1
51.285210398721894,1
50.84174679213254,1
50.84596814611859,1
50.8940751231942,1
51.32521668604678,1
52.691566874881616,2
49.26620825273231,2
50.05665341970889,2
52.1050816189325,2
48.3944241604406,2
50.39068936266459,2
49.17305874081477,2
49.97621382800969,2
50.56970389519708,2
47.682678300611535,2
48.80902606632004,3
48.313434700887434,3
49.72268538981173,3
49.17338349804845,3
51.818126935830236,3
49.27619414413887,3
52.056421385067544,3
49.51250097104614,3
50.32569142495719,3
50.047808240104246,3
50.013821981902446,4
48.64738639000114,4
50.40165557045403,4
50.46066985827769,4
50.285402616784516,4
50.74569400923208,4
49.01690534417621,4
49.64290495336353,4
49.20612475435365,4
47.954995609636676,4
50.44104358506926,5
49.23741344799245,5
49.906735391696664,5
52.69972140557589,5
50.276372634739225,5
50.12889908017302,5
51.288734938680065,5
51.495624695961325,5
52.1754712365182,5
49.37421923208646,5
52.15512193031664,6
49.84237064222204,6
48.61012784839921,6
48.88533042037598,6
51.329416253629184,6
50.91504987598143,6
51.539028618236905,6
48.89381064483401,6
49.592252055904204,6
48.56273946194157,6
47.62929711317827,7
49.978323829194835,7
51.89923354931054,7
51.33450455009566,7
49.06737767277031,7
51.400963738787325,7
49.307866108846085,7
50.37453417501234,7
50.992387025717036,7
49.51089724672923,7
48.93843508124575,8
50.77953518180321,8
49.787356306401925,8
49.337796969603296,8
50.76115530678504,8
49.742035183722216,8
50.45943896489827,8
48.84126936336972,8
50.86883266886428,8
48.8640015499134,8
49.53721756446819,9
47.75403319599695,9
51.39077545515232,9
50.11235825029557,9
50.55532420117994,9
47.95694993099391,9
50.184251545514435,9
49.52674462057497,9
51.43643647972988,9
48.115396169554494,9
50.4234314264108,10
51.26669268414952,10
48.569215966582746,10
50.130948599105,10
48.69878714995924,10
50.05182272201383,10
50.39977417216091,10
51.58033982695926,10
50.2017940294372,10
49.172440558142725,10
50.69107445149839,11
50.0030690629402,11
51.29619987366407,11
49.27404554427843,11
51.604037564995416,11
50.20268607868329,11
50.29119232719081,11
51.20456495194362,11
49.364286693044875,11
49.38701817806126,11
50.60962721976376,12
49.899293606141555,12
50.05640262257907,12
49.51411040970323,12
49.63073516680214,12
51.03505728254882,12
52.35299741645398,12
48.34437822486723,12
51.817643041718256,12
50.886754280106494,12
51.44675587133195,13
50.21464881660201,13
49.11804542631908,13
49.7591170788714,13
48.886695742724775,13
47.99399133678957,13
49.90642540588509,13
50.31088117364442,13
49.6625061068912,13
50.22761723554641,13
48.142664278434395,14
51.26723955035839,14
49.80978024112477,14
50.04864332336511,14
50.858296384943394,14
49.32282242575139,14
53.113706220315876,14
51.49829190370795,14
51.478150850930206,14
50.18166219557683,14
49.14680897995479,15
50.60044751459292,15
49.12548887370988,15
50.27996977808769,15
50.28195928010754,15
51.482473382638034,15
50.529229477566076,15
50.179197566637605,15
51.66478177534613,15
49.86091264655094,15
49.36183681104994,16
49.38762181915451,16
51.749340263141924,16
50.03825359201121,16
49.311593521587,16
47.651048935464615,16
48.747764806226876,16
50.375188966536435,16
50.70287752654106,16
51.99688856233803,16
49.164428043654766,17
50.59791962949481,17
51.55514917473464,17
47.257195972319124,17
52.77342762708819,17
48.63715099809657,17
48.6360449019382,17
51.120548146283376,17
50.49689657738199,17
51.45861556215486,17
50.78126814404716,18
50.363577125181116,18
49.84932485276341,18
49.06987390963948,18
50.70777320203158,18
47.69419627775529,18
49.7792858654112,18
50.937243831928335,18
48.61797550586213,18
51.01039780126642,18
51.17704066878174,19
50.092781267077804,19
49.81779314040188,19
50.66557786332387,19
50.771485308152656,19
49.70071106655972,19
52.47456714018488,19
51.82905100822243,19
51.208470048303965,19
51.681085822047855,19
51.573530768512,20
48.34343314348072,20
53.055306890863065,20
48.26706641663152,20
50.25494076315415,20
48.67158637002098,20
50.76350911654364,20
50.53282477776003,20
50.29470188984262,20
46.5535533711739,20
50.96964973171526,21
50.30632942354477,21
47.53599086987613,21
51.818222513506974,21
49.82002030491629,21
49.09085314388798,21
50.522105462425216,21
49.356844685481946,21
50.473937875304884,21
49.56591599656475,21
48.92209126197917,22
48.62749263986555,22
50.971866608733265,22
50.124324665528185,22
49.09360409220666,22
49.301374128603044,22
48.9431306775998,22
52.59303224389725,22
50.46118609442796,22
50.221050876841836,22
51.83434251944901,23
49.22395553531472,23
48.684912451975585,23
49.394868931175964,23
50.20775771592048,23
49.7552481816352,23
49.584684651129606,23
50.18183827712378,23
49.46224257585607,23
48.67043418324612,23
50.8855564338398,24
49.66186330811064,24
49.627188255150934,24
50.59989724637326,24
50.48146786003095,24
48.6234638478185,24
49.08647269584534,24
48.28647829845042,24
48.5176663709395,24
50.33416337610616,24
49.3741547304701,25
48.82664493756216,25
48.358185278231474,25
51.484876162973805,25
49.45405095336065,25
50.237961655944076,25
49.858115913528266,25
48.80761732378116,25
50.47246535665413,25
50.10215830940247,25
