measurement,subgroup
49.05181700004438,1
47.558449421801754,1
50.72396209630972,1
50.89315343585589,1
49.62837584016047,1
50.440785647534646,2
52.05247314977317,2
51.27295740807897,2
50.84916682496729,2
50.825299266206535,2
48.963719055497165,3
51.15682007800827,3
48.021844621190155,3
49.60148982467761,3
49.47524739087906,3
47.92577755298479,4
49.86759333559826,4
51.972146091961285,4
49.59184719484986,4
48.5508759916888,4
49.890735537792274,5
51.024709179801185,5
50.23186173878046,5
49.996801140244195,5
48.30893328991087,5
50.60121889094651,6
50.58287730414044,6
51.6095194468607,6
51.78686392834514,6
50.82629957612126,6
48.02909974257666,7
48.277527797341676,7
48.682425853950726,7
50.35390994933914,7
49.05530467753333,7
51.57144519329164,8
50.29262631289049,8
50.43772087484068,8
50.90060972565819,8
50.40829748171349,8
48.30731958977686,9
52.94231501589649,9
51.75558668679417,9
51.8277544055849,9
49.10302084039339,9
47.783002669096675,10
48.192038345335504,10
48.735844143235106,10
51.05856735940201,10
51.0803832929696,10
51.75007149739072,11
52.570939947163524,11
50.62508913036967,11
50.42547418983328,11
49.564397201310456,11
49.596244766210326,12
48.610659549603255,12
50.612960152136786,12
50.381805247944726,12
49.51376205793821,12
49.027297378338226,13
50.54834171402327,13
51.5673920777603,13
50.09779774354923,13
50.34052285279006,13
49.34220027343557,14
49.7017689800837,14
49.62019732535256,14
49.65790562749803,14
49.28330626526901,14
50.47566005378558,15
51.55967515350178,15
48.86338937914685,15
51.67904808051551,15
49.51639706868281,15
49.55949346015733,16
47.41224093076185,16
47.09422915662235,16
50.88260365027424,16
48.6906999065766,16
50.966369983225455,17
50.060751049916306,17
50.300567773302696,17
51.59996571803507,17
49.9131739062722,17
46.08066844771906,18
47.91364954203747,18
51.167158447233206,18
52.39601633088736,18
49.88485871450126,18
49.157361204611036,19
48.3293416587512,19
50.65526470733961,19
47.84253561076131,19
48.50502668354135,19
50.163119640981165,20
50.122321229928986,20
49.68942284106273,20
51.27606463896641,20
48.50790698202419,20
48.57100523837772,21
49.49797008771891,21
50.07816956649483,21
49.594680824814375,21
52.39123215595172,21
49.2753500858364,22
50.76241328317778,22
49.296321745418766,22
50.3848409141812,22
49.46853215215293,22
49.52836828615714,23
51.94839277654932,23
49.59556550605888,23
52.06056512312086,23
49.11256689687508,23
49.43744500273217,24
51.331332553362465,24
47.02440472384512,24
47.9913741666502,24
50.0215646810461,24
50.572283073480946,25
50.6874493371824,25
49.60876194407004,25
48.26565433840378,25
51.001328270621975,25
