measurement,subgroup
50.3301337772061,1
50.267341321903025,1
48.001915493756414,1
49.80249483291909,1
51.353146765229376,1
48.47255880912069,2
50.76010153415439,2
48.837352647149004,2
48.62186698029974,2
50.939442818709864,2
47.805682870117266,3
49.17109387150341,3
51.52490515344251,3
49.35502098313387,3
47.57110683144232,3
48.55514455889358,4
49.869998094396344,4
51.361984645519094,4
48.06639915600908,4
49.9605066493877,4
50.12055858018676,5
51.51618345570197,5
50.5896907155649,5
49.74039369430762,5
49.496462258404115,5
50.870102410152725,6
50.10999170526245,6
49.525695334194936,6
49.08449395495797,6
50.65465247853087,6
49.43980054965894,7
48.98137290154473,7
50.85764788618237,7
50.3829160683211,7
48.91027576511383,7
50.64003427052102,8
51.205269665218324,8
50.284986279687075,8
51.46774188720335,8
48.16860101690539,8
52.317668551171586,9
49.98710816327842,9
50.98278118874582,9
49.11260236725434,9
48.36288977420204,9
50.675131850803496,10
50.1317723694416,10
50.62355615246179,10
48.352323598875614,10
50.87388797375164,10
50.62985531790928,11
49.39650379986126,11
49.788506012342076,11
51.08836667965123,11
50.052048889887125,11
49.21513371130527,12
51.126451462369175,12
49.1158685420286,12
48.02634174302713,12
52.523179809474804,12
48.95049739287069,13
51.44443909450195,13
51.042731122287826,13
48.88073799127893,13
51.12699559413469,13
50.09448833166974,14
50.05173469208042,14
49.00613180932144,14
50.90443122643183,14
51.350723217318105,14
48.63013315304089,15
51.888303888612086,15
50.77832903778478,15
47.162283590506426,15
46.8301252109007,15
49.76670318970286,16
49.45078535687172,16
49.98296717222831,16
49.31694467507582,16
51.206142482942134,16
48.871923310772964,17
49.42902755951282,17
50.98233552052349,17
49.571752232747464,17
49.0710845008589,17
49.657335862523276,18
49.802098194412565,18
49.75277098436943,18
48.87133730703353,18
49.83877872061986,18
50.042382568589375,19
49.400815585754955,19
50.77541730468754,19
49.110735921299245,19
48.9038523093877,19
50.158047611119684,20
47.86206190786699,20
49.637142460113274,20
49.489753041708305,20
49.20822840977558,20
51.70562833794341,21
50.34242212741619,21
49.526670344881886,21
49.72178849213592,21
49.916107029266215,21
51.32054857990143,22
51.11346520433953,22
49.891600184838154,22
49.41197268436229,22
50.77656504202696,22
48.354234253567284,23
51.50202814642219,23
50.24305620039547,23
49.56015997836358,23
50.610024518132825,23
50.25371105499226,24
48.17950379460994,24
52.470636146765955,24
48.275239584105805,24
48.57735867704003,24
48.32077735978276,25
50.11660358087641,25
