measurement,subgroup
10.51969354315003,1
10.936810801171257,1
11.334148736198351,1
9.052078574641135,1
9.554408707987294,1
4.913544285140615,2
-16.60978461245814,2
-1.7873238656426622,2
9.180824945526851,2
12.077633728457572,2
214.03074205693235,3
7.6923552567040465,3
9.781849897266875,3
10.376140792377205,3
10.67812453604008,3
9.237841218198762,4
10.199254575209709,4
9.242591864069436,4
3.14166120202479,4
8.825481880259655,4
9.809740480912387,5
6.566138750185557,5
8.749510350063279,5
14.69926291741304,5
2.9592996006644965,5
12.096741790951874,6
33.43676788683833,6
7.094110348451029,6
11.061418216145952,6
6.396428022086316,6
10.506734176623109,7
11.449221661433965,7
10.607963609545433,7
10.4031299914753,7
10.04109729238801,7
10.978428511752968,8
10.991937678595745,8
10.74871566342166,8
12.09108883556708,8
9.671753408609113,8
10.00395471423832,9
12.244234940461055,9
11.135169510234357,9
10.763319009423926,9
8.444126742380979,9
8.741668588317394,10
13.865257136534703,10
2.5535458325838825,10
7.430433668061991,10
9.34961849048688,10
10.268165328230834,11
10.232500092995897,11
9.410501368524367,11
9.361914406229925,11
12.094547100226748,11
10.397502191910514,12
8.499077902094317,12
5.433732952097399,12
9.804646276817351,12
8.533704481390778,12
10.440271312128335,13
10.880629580329726,13
12.516296561988595,13
11.083154149615389,13
10.602076284295428,13
-6.947588746879241,14
13.394317110168297,14
1.2509643517437468,14
9.671323718341513,14
8.478340278507266,14
11.466309354732877,15
12.504741683505777,15
10.558056449750229,15
8.823154408297865,15
46.07440512761674,15
9.811241951795864,16
3.9301027383017297,16
11.588513250754032,16
11.190921068960686,16
10.079206427976711,16
11.274883277237294,17
10.177492484770985,17
10.814922379930607,17
10.324836847066916,17
11.711977304337326,17
6.532300548674108,18
10.269350385479935,18
11.343250103526964,18
5.918184301601211,18
10.46019421333533,18
6.945532464614888,19
14.820996925436468,19
8.512786396478738,19
10.1673579834077,19
-4.142895336507122,19
10.016328099795125,20
11.172610348577638,20
10.78014747774275,20
9.045946678063984,20
12.121812848796573,20
18.233673995378233,21
9.533955686502122,21
20.01861921837159,21
10.356176740545509,21
9.693513319787124,21
9.090085922453063,22
10.259115600231263,22
9.94588507871571,22
9.891975723852143,22
10.061813892978241,22
-10.29783302575169,23
6.738833435679184,23
9.206672486443727,23
5.891221147777633,23
10.062853529748278,23
8.999836457905845,24
9.683041961882857,24
10.12382271906803,24
10.38054235673076,24
9.974078496280532,24
8.621108444892561,25
8.408439946234354,25
10.508790814815587,25
13.159584161864878,25
9.935759855911432,25
